date,sex,age,ethnicity,population
2020-01-01,male,0-4,other_noncitizen,100.0
2020-01-01,male,5-9,overall,1368.1
2020-01-01,male,5-9,bumi_malay,779.2
2020-01-01,male,5-9,bumi_other,154.8
2020-01-01,male,5-9,chinese,266.5
2020-01-01,male,5-9,indian,79.1
2020-01-01,male,5-9,other_citizen,9.3
2020-01-01,male,5-9,other_noncitizen,79.2
2020-01-01,male,10-14,overall,1351.6
2020-01-01,male,10-14,bumi_malay,730.5
2020-01-01,male,10-14,bumi_other,194.7
2020-01-01,male,10-14,chinese,294.5
2020-01-01,male,10-14,indian,87.0
2020-01-01,male,10-14,other_citizen,7.3
2020-01-01,male,10-14,other_noncitizen,37.7
2020-01-01,male,15-19,overall,1488.6
2020-01-01,male,15-19,bumi_malay,853.7
2020-01-01,male,15-19,bumi_other,181.3
2020-01-01,male,15-19,chinese,267.9
2020-01-01,male,15-19,indian,87.1
2020-01-01,male,15-19,other_citizen,11.8
2020-01-01,male,15-19,other_noncitizen,87.0
2020-01-01,male,20-24,overall,1544.6
2020-01-01,male,20-24,bumi_malay,761.8
2020-01-01,male,20-24,bumi_other,170.0
2020-01-01,male,20-24,chinese,250.2
2020-01-01,male,20-24,indian,82.3
2020-01-01,male,20-24,other_citizen,11.2
2020-01-01,male,20-24,other_noncitizen,269.0
2020-01-01,male,25-29,overall,1581.6
2020-01-01,male,25-29,bumi_malay,696.0
2020-01-01,male,25-29,bumi_other,171.8
2020-01-01,male,25-29,chinese,247.5
2020-01-01,male,25-29,indian,80.4
2020-01-01,male,25-29,other_citizen,12.2
2020-01-01,male,25-29,other_noncitizen,373.7
2020-01-01,male,30-34,overall,1565.0
2020-01-01,male,30-34,bumi_malay,727.0
2020-01-01,male,30-34,bumi_other,158.0
2020-01-01,male,30-34,chinese,263.2
2020-01-01,male,30-34,indian,85.5
2020-01-01,male,30-34,other_citizen,13.6
2020-01-01,male,30-34,other_noncitizen,317.6
2020-01-01,male,35-39,overall,1464.4
2020-01-01,male,35-39,bumi_malay,694.3
2020-01-01,male,35-39,bumi_other,150.7
2020-01-01,male,35-39,chinese,291.9
2020-01-01,male,35-39,indian,90.0
2020-01-01,male,35-39,other_citizen,10.7
2020-01-01,male,35-39,other_noncitizen,226.8
2020-01-01,male,40-44,overall,1167.1
2020-01-01,male,40-44,bumi_malay,554.7
2020-01-01,male,40-44,bumi_other,111.9
2020-01-01,male,40-44,chinese,270.1
2020-01-01,male,40-44,indian,77.2
2020-01-01,male,40-44,other_citizen,7.5
2020-01-01,male,40-44,other_noncitizen,145.7
2020-01-01,male,45-49,overall,957.8
2020-01-01,male,45-49,bumi_malay,458.1
2020-01-01,male,45-49,bumi_other,98.7
2020-01-01,male,45-49,chinese,248.6
2020-01-01,male,45-49,indian,63.0
2020-01-01,male,45-49,other_citizen,5.5
2020-01-01,male,45-49,other_noncitizen,83.9
2020-01-01,male,50-54,overall,804.0
2020-01-01,male,50-54,bumi_malay,391.2
2020-01-01,male,50-54,bumi_other,89.3
2020-01-01,male,50-54,chinese,220.6
2020-01-01,male,50-54,indian,55.1
2020-01-01,male,50-54,other_citizen,4.6
2020-01-01,male,50-54,other_noncitizen,43.2
2020-01-01,male,55-59,overall,743.4
2020-01-01,male,55-59,bumi_malay,367.8
2020-01-01,male,55-59,bumi_other,76.3
2020-01-01,male,55-59,chinese,216.8
2020-01-01,male,55-59,indian,53.3
2020-01-01,male,55-59,other_citizen,4.0
2020-01-01,male,55-59,other_noncitizen,25.0
2020-01-01,male,60-64,overall,576.8
2020-01-01,male,60-64,bumi_malay,280.6
2020-01-01,male,60-64,bumi_other,60.0
2020-01-01,male,60-64,chinese,176.7
2020-01-01,male,60-64,indian,39.9
2020-01-01,male,60-64,other_citizen,3.4
2020-01-01,male,60-64,other_noncitizen,16.2
2020-01-01,male,65-69,overall,457.0
2020-01-01,male,65-69,bumi_malay,230.7
2020-01-01,male,65-69,bumi_other,50.5
2020-01-01,male,65-69,chinese,115.5
2020-01-01,male,65-69,indian,29.3
2020-01-01,male,65-69,other_citizen,3.3
2020-01-01,male,65-69,other_noncitizen,27.7
2020-01-01,male,70-74,overall,297.6
2020-01-01,male,70-74,bumi_malay,147.0
2020-01-01,male,70-74,bumi_other,28.7
2020-01-01,male,70-74,chinese,86.0
2020-01-01,male,70-74,indian,18.5
2020-01-01,male,70-74,other_citizen,2.0
2020-01-01,male,70-74,other_noncitizen,15.4
2020-01-01,male,75-79,overall,156.5
2020-01-01,male,75-79,bumi_malay,71.1
2020-01-01,male,75-79,bumi_other,18.8
2020-01-01,male,75-79,chinese,48.7
2020-01-01,male,75-79,indian,8.6
2020-01-01,male,75-79,other_citizen,0.8
2020-01-01,male,75-79,other_noncitizen,8.5
2020-01-01,male,80-84,overall,89.2
2020-01-01,male,80-84,bumi_malay,37.9
2020-01-01,male,80-84,bumi_other,9.8
2020-01-01,male,80-84,chinese,29.4
2020-01-01,male,80-84,indian,5.2
2020-01-01,male,80-84,other_citizen,0.4
2020-01-01,male,80-84,other_noncitizen,6.6
2020-01-01,male,85+,overall,66.5
2020-01-01,male,85+,bumi_malay,28.4
2020-01-01,male,85+,bumi_other,8.9
2020-01-01,male,85+,chinese,15.7
2020-01-01,male,85+,indian,3.7
2020-01-01,male,85+,other_citizen,0.5
2020-01-01,male,85+,other_noncitizen,9.2
2021-01-01,both,overall,overall,32576.3
2021-01-01,both,overall,bumi_malay,17248.4
2021-01-01,both,overall,bumi_other,3654.1
2021-01-01,both,overall,chinese,6891.7
2021-01-01,both,overall,indian,2002.6
2021-01-01,both,overall,other_citizen,220.1
2021-01-01,both,overall,other_noncitizen,2559.5
2021-01-01,both,0-4,overall,2445.5
2021-01-01,both,0-4,bumi_malay,1485.0
2021-01-01,both,0-4,bumi_other,277.1
2021-01-01,both,0-4,chinese,367.6
2021-01-01,both,0-4,indian,116.0
2021-01-01,both,0-4,other_citizen,19.6
2021-01-01,both,0-4,other_noncitizen,180.3
2021-01-01,both,5-9,overall,2639.5
2021-01-01,both,5-9,bumi_malay,1530.9
2021-01-01,both,5-9,bumi_other,297.8
2021-01-01,both,5-9,chinese,503.6
2021-01-01,both,5-9,indian,147.4
2021-01-01,both,5-9,other_citizen,17.3
2021-01-01,both,5-9,other_noncitizen,142.5
2021-01-01,both,10-14,overall,2600.1
2021-01-01,both,10-14,bumi_malay,1446.3
2021-01-01,both,10-14,bumi_other,349.5
2021-01-01,both,10-14,chinese,552.8
2021-01-01,both,10-14,indian,168.0
2021-01-01,both,10-14,other_citizen,14.9
2021-01-01,both,10-14,other_noncitizen,68.6
2021-01-01,both,15-19,overall,2800.7
2021-01-01,both,15-19,bumi_malay,1601.5
2021-01-01,both,15-19,bumi_other,346.5
2021-01-01,both,15-19,chinese,529.4
2021-01-01,both,15-19,indian,168.6
2021-01-01,both,15-19,other_citizen,19.0
2021-01-01,both,15-19,other_noncitizen,135.6
2021-01-01,both,20-24,overall,2893.0
2021-01-01,both,20-24,bumi_malay,1540.2
2021-01-01,both,20-24,bumi_other,328.4
2021-01-01,both,20-24,chinese,486.8
2021-01-01,both,20-24,indian,159.3
2021-01-01,both,20-24,other_citizen,20.0
2021-01-01,both,20-24,other_noncitizen,358.2
2021-01-01,both,25-29,overall,2851.7
2021-01-01,both,25-29,bumi_malay,1387.5
2021-01-01,both,25-29,bumi_other,335.5
2021-01-01,both,25-29,chinese,482.4
2021-01-01,both,25-29,indian,157.8
2021-01-01,both,25-29,other_citizen,20.5
2021-01-01,both,25-29,other_noncitizen,467.9
2021-01-01,both,30-34,overall,2865.5
2021-01-01,both,30-34,bumi_malay,1453.7
2021-01-01,both,30-34,bumi_other,313.5
2021-01-01,both,30-34,chinese,520.5
2021-01-01,both,30-34,indian,167.2
2021-01-01,both,30-34,other_citizen,23.2
2021-01-01,both,30-34,other_noncitizen,387.5
2021-01-01,both,35-39,overall,2777.9
2021-01-01,both,35-39,bumi_malay,1425.7
2021-01-01,both,35-39,bumi_other,298.6
2021-01-01,both,35-39,chinese,574.4
2021-01-01,both,35-39,indian,175.6
2021-01-01,both,35-39,other_citizen,20.7
2021-01-01,both,35-39,other_noncitizen,282.8
2021-01-01,both,40-44,overall,2267.2
2021-01-01,both,40-44,bumi_malay,1144.5
2021-01-01,both,40-44,bumi_other,228.8
2021-01-01,both,40-44,chinese,535.9
2021-01-01,both,40-44,indian,155.5
2021-01-01,both,40-44,other_citizen,14.8
2021-01-01,both,40-44,other_noncitizen,187.7
2021-01-01,both,45-49,overall,1870.2
2021-01-01,both,45-49,bumi_malay,934.1
2021-01-01,both,45-49,bumi_other,197.4
2021-01-01,both,45-49,chinese,487.3
2021-01-01,both,45-49,indian,129.0
2021-01-01,both,45-49,other_citizen,11.4
2021-01-01,both,45-49,other_noncitizen,111.0
2021-01-01,both,50-54,overall,1605.5
2021-01-01,both,50-54,bumi_malay,806.5
2021-01-01,both,50-54,bumi_other,175.1
2021-01-01,both,50-54,chinese,441.8
2021-01-01,both,50-54,indian,112.8
2021-01-01,both,50-54,other_citizen,9.2
2021-01-01,both,50-54,other_noncitizen,60.2
2021-01-01,both,55-59,overall,1460.8
2021-01-01,both,55-59,bumi_malay,742.5
2021-01-01,both,55-59,bumi_other,152.3
2021-01-01,both,55-59,chinese,415.0
2021-01-01,both,55-59,indian,107.2
2021-01-01,both,55-59,other_citizen,7.9
2021-01-01,both,55-59,other_noncitizen,35.9
2021-01-01,both,60-64,overall,1208.7
2021-01-01,both,60-64,bumi_malay,607.3
2021-01-01,both,60-64,bumi_other,120.2
2021-01-01,both,60-64,chinese,362.3
2021-01-01,both,60-64,indian,89.2
2021-01-01,both,60-64,other_citizen,6.5
2021-01-01,both,60-64,other_noncitizen,23.1
2021-01-01,both,65-69,overall,951.3
2021-01-01,both,65-69,bumi_malay,484.3
2021-01-01,both,65-69,bumi_other,96.5
2021-01-01,both,65-69,chinese,249.5
2021-01-01,both,65-69,indian,64.6
2021-01-01,both,65-69,other_citizen,6.3
2021-01-01,both,65-69,other_noncitizen,50.2
2021-01-01,both,70-74,overall,645.0
2021-01-01,both,70-74,bumi_malay,330.4
2021-01-01,both,70-74,bumi_other,60.2
2021-01-01,both,70-74,chinese,180.2
2021-01-01,both,70-74,indian,43.2
2021-01-01,both,70-74,other_citizen,4.5
2021-01-01,both,70-74,other_noncitizen,26.5
2021-01-01,both,75-79,overall,353.6
2021-01-01,both,75-79,bumi_malay,171.9
2021-01-01,both,75-79,bumi_other,38.2
2021-01-01,both,75-79,chinese,105.7
2021-01-01,both,75-79,indian,21.0
2021-01-01,both,75-79,other_citizen,2.2
2021-01-01,both,75-79,other_noncitizen,14.5
2021-01-01,both,80-84,overall,201.2
2021-01-01,both,80-84,bumi_malay,92.4
2021-01-01,both,80-84,bumi_other,20.8
2021-01-01,both,80-84,chinese,63.9
2021-01-01,both,80-84,indian,11.6
2021-01-01,both,80-84,other_citizen,1.0
2021-01-01,both,80-84,other_noncitizen,11.5
2021-01-01,both,85+,overall,139.1
2021-01-01,both,85+,bumi_malay,63.6
2021-01-01,both,85+,bumi_other,17.6
2021-01-01,both,85+,chinese,32.8
2021-01-01,both,85+,indian,8.4
2021-01-01,both,85+,other_citizen,1.0
2021-01-01,both,85+,other_noncitizen,15.6
2021-01-01,female,overall,overall,15575.8
2021-01-01,female,overall,bumi_malay,8513.6
2021-01-01,female,overall,bumi_other,1808.4
2021-01-01,female,overall,chinese,3377.6
2021-01-01,female,overall,indian,994.6
2021-01-01,female,overall,other_citizen,101.2
2021-01-01,female,overall,other_noncitizen,780.5
2021-01-01,female,0-4,overall,1195.8
2021-01-01,female,0-4,bumi_malay,727.1
2021-01-01,female,0-4,bumi_other,134.3
2021-01-01,female,0-4,chinese,181.6
2021-01-01,female,0-4,indian,57.9
2021-01-01,female,0-4,other_citizen,9.4
2021-01-01,female,0-4,other_noncitizen,85.4
2021-01-01,female,5-9,overall,1276.2
2021-01-01,female,5-9,bumi_malay,741.8
2021-01-01,female,5-9,bumi_other,143.2
2021-01-01,female,5-9,chinese,244.0
2021-01-01,female,5-9,indian,71.5
2021-01-01,female,5-9,other_citizen,8.3
2021-01-01,female,5-9,other_noncitizen,67.3
2021-01-01,female,10-14,overall,1252.5
2021-01-01,female,10-14,bumi_malay,697.3
2021-01-01,female,10-14,bumi_other,171.0
2021-01-01,female,10-14,chinese,263.4
2021-01-01,female,10-14,indian,81.3
2021-01-01,female,10-14,other_citizen,7.0
2021-01-01,female,10-14,other_noncitizen,32.5
2021-01-01,female,15-19,overall,1329.9
2021-01-01,female,15-19,bumi_malay,766.3
2021-01-01,female,15-19,bumi_other,169.0
2021-01-01,female,15-19,chinese,253.0
2021-01-01,female,15-19,indian,80.9
2021-01-01,female,15-19,other_citizen,8.1
2021-01-01,female,15-19,other_noncitizen,52.7
2021-01-01,female,20-24,overall,1338.2
2021-01-01,female,20-24,bumi_malay,750.0
2021-01-01,female,20-24,bumi_other,163.8
2021-01-01,female,20-24,chinese,235.8
2021-01-01,female,20-24,indian,76.9
2021-01-01,female,20-24,other_citizen,8.9
2021-01-01,female,20-24,other_noncitizen,102.9
2021-01-01,female,25-29,overall,1291.7
2021-01-01,female,25-29,bumi_malay,685.8
2021-01-01,female,25-29,bumi_other,169.0
2021-01-01,female,25-29,chinese,236.8
2021-01-01,female,25-29,indian,78.2
2021-01-01,female,25-29,other_citizen,8.9
2021-01-01,female,25-29,other_noncitizen,113.0
2021-01-01,female,30-34,overall,1326.9
2021-01-01,female,30-34,bumi_malay,728.3
2021-01-01,female,30-34,bumi_other,159.0
2021-01-01,female,30-34,chinese,261.2
2021-01-01,female,30-34,indian,83.2
2021-01-01,female,30-34,other_citizen,9.7
2021-01-01,female,30-34,other_noncitizen,85.4
2021-01-01,female,35-39,overall,1306.6
2021-01-01,female,35-39,bumi_malay,708.7
2021-01-01,female,35-39,bumi_other,148.7
2021-01-01,female,35-39,chinese,287.0
2021-01-01,female,35-39,indian,85.8
2021-01-01,female,35-39,other_citizen,9.0
2021-01-01,female,35-39,other_noncitizen,67.4
2021-01-01,female,40-44,overall,1058.1
2021-01-01,female,40-44,bumi_malay,555.6
2021-01-01,female,40-44,bumi_other,114.0
2021-01-01,female,40-44,chinese,257.8
2021-01-01,female,40-44,indian,74.6
2021-01-01,female,40-44,other_citizen,7.1
2021-01-01,female,40-44,other_noncitizen,49.1
2021-01-01,female,45-49,overall,905.8
2021-01-01,female,45-49,bumi_malay,465.7
2021-01-01,female,45-49,bumi_other,100.1
2021-01-01,female,45-49,chinese,238.0
2021-01-01,female,45-49,indian,65.2
2021-01-01,female,45-49,other_citizen,5.6
2021-01-01,female,45-49,other_noncitizen,31.3
2021-01-01,female,50-54,overall,791.8
2021-01-01,female,50-54,bumi_malay,405.6
2021-01-01,female,50-54,bumi_other,87.2
2021-01-01,female,50-54,chinese,217.8
2021-01-01,female,50-54,indian,57.5
2021-01-01,female,50-54,other_citizen,4.6
2021-01-01,female,50-54,other_noncitizen,19.1
2021-01-01,female,55-59,overall,722.4
2021-01-01,female,55-59,bumi_malay,374.4
2021-01-01,female,55-59,bumi_other,76.0
2021-01-01,female,55-59,chinese,201.5
2021-01-01,female,55-59,indian,54.5
2021-01-01,female,55-59,other_citizen,3.9
2021-01-01,female,55-59,other_noncitizen,12.1
2021-01-01,female,60-64,overall,601.3
2021-01-01,female,60-64,bumi_malay,307.9
2021-01-01,female,60-64,bumi_other,58.9
2021-01-01,female,60-64,chinese,176.8
2021-01-01,female,60-64,indian,47.0
2021-01-01,female,60-64,other_citizen,3.0
2021-01-01,female,60-64,other_noncitizen,7.7
2021-01-01,female,65-69,overall,480.1
2021-01-01,female,65-69,bumi_malay,248.1
2021-01-01,female,65-69,bumi_other,45.4
2021-01-01,female,65-69,chinese,125.2
2021-01-01,female,65-69,indian,34.3
2021-01-01,female,65-69,other_citizen,3.1
2021-01-01,female,65-69,other_noncitizen,23.9
2021-01-01,female,70-74,overall,331.6
2021-01-01,female,70-74,bumi_malay,171.5
2021-01-01,female,70-74,bumi_other,30.4
2021-01-01,female,70-74,chinese,92.1
2021-01-01,female,70-74,indian,23.5
2021-01-01,female,70-74,other_citizen,2.2
2021-01-01,female,70-74,other_noncitizen,11.9
2021-01-01,female,75-79,overall,186.8
2021-01-01,female,75-79,bumi_malay,93.5
2021-01-01,female,75-79,bumi_other,19.3
2021-01-01,female,75-79,chinese,54.7
2021-01-01,female,75-79,indian,11.5
2021-01-01,female,75-79,other_citizen,1.4
2021-01-01,female,75-79,other_noncitizen,6.5
2021-01-01,female,80-84,overall,109.2
2021-01-01,female,80-84,bumi_malay,52.3
2021-01-01,female,80-84,bumi_other,10.6
2021-01-01,female,80-84,chinese,34.2
2021-01-01,female,80-84,indian,6.2
2021-01-01,female,80-84,other_citizen,0.5
2021-01-01,female,80-84,other_noncitizen,5.3
2021-01-01,female,85+,overall,71.1
2021-01-01,female,85+,bumi_malay,33.7
2021-01-01,female,85+,bumi_other,8.6
2021-01-01,female,85+,chinese,16.8
2021-01-01,female,85+,indian,4.6
2021-01-01,female,85+,other_citizen,0.5
2021-01-01,female,85+,other_noncitizen,6.9
2021-01-01,male,overall,overall,17000.5
2021-01-01,male,overall,bumi_malay,8734.8
2021-01-01,male,overall,bumi_other,1845.7
2021-01-01,male,overall,chinese,3514.1
2021-01-01,male,overall,indian,1008.0
2021-01-01,male,overall,other_citizen,118.9
2021-01-01,male,overall,other_noncitizen,1779.0
2021-01-01,male,0-4,overall,1249.8
2021-01-01,male,0-4,bumi_malay,757.9
2021-01-01,male,0-4,bumi_other,142.7
2021-01-01,male,0-4,chinese,186.0
2021-01-01,male,0-4,indian,58.1
2021-01-01,male,0-4,other_citizen,10.1
2021-01-01,male,0-4,other_noncitizen,94.9
2021-01-01,male,5-9,overall,1363.3
2021-01-01,male,5-9,bumi_malay,789.0
2021-01-01,male,5-9,bumi_other,154.6
2021-01-01,male,5-9,chinese,259.6
2021-01-01,male,5-9,indian,75.9
2021-01-01,male,5-9,other_citizen,9.0
2021-01-01,male,5-9,other_noncitizen,75.2
2021-01-01,male,10-14,overall,1347.6
2021-01-01,male,10-14,bumi_malay,749.0
2021-01-01,male,10-14,bumi_other,178.5
2021-01-01,male,10-14,chinese,289.4
2021-01-01,male,10-14,indian,86.7
2021-01-01,male,10-14,other_citizen,7.9
2021-01-01,male,10-14,other_noncitizen,36.1
2021-01-01,male,15-19,overall,1470.8
2021-01-01,male,15-19,bumi_malay,835.2
2021-01-01,male,15-19,bumi_other,177.6
2021-01-01,male,15-19,chinese,276.4
2021-01-01,male,15-19,indian,87.7
2021-01-01,male,15-19,other_citizen,10.8
2021-01-01,male,15-19,other_noncitizen,83.0
2021-01-01,male,20-24,overall,1554.7
2021-01-01,male,20-24,bumi_malay,790.2
2021-01-01,male,20-24,bumi_other,164.6
2021-01-01,male,20-24,chinese,251.1
2021-01-01,male,20-24,indian,82.4
2021-01-01,male,20-24,other_citizen,11.2
2021-01-01,male,20-24,other_noncitizen,255.4
2021-01-01,male,25-29,overall,1560.0
2021-01-01,male,25-29,bumi_malay,701.8
2021-01-01,male,25-29,bumi_other,166.5
2021-01-01,male,25-29,chinese,245.6
2021-01-01,male,25-29,indian,79.7
2021-01-01,male,25-29,other_citizen,11.6
2021-01-01,male,25-29,other_noncitizen,354.9
2021-01-01,male,30-34,overall,1538.7
2021-01-01,male,30-34,bumi_malay,725.4
2021-01-01,male,30-34,bumi_other,154.5
2021-01-01,male,30-34,chinese,259.2
2021-01-01,male,30-34,indian,84.0
2021-01-01,male,30-34,other_citizen,13.5
2021-01-01,male,30-34,other_noncitizen,302.1
2021-01-01,male,35-39,overall,1471.3
2021-01-01,male,35-39,bumi_malay,717.0
2021-01-01,male,35-39,bumi_other,150.0
2021-01-01,male,35-39,chinese,287.5
2021-01-01,male,35-39,indian,89.9
2021-01-01,male,35-39,other_citizen,11.7
2021-01-01,male,35-39,other_noncitizen,215.4
2021-01-01,male,40-44,overall,1209.1
2021-01-01,male,40-44,bumi_malay,588.9
2021-01-01,male,40-44,bumi_other,114.8
2021-01-01,male,40-44,chinese,278.1
2021-01-01,male,40-44,indian,80.9
2021-01-01,male,40-44,other_citizen,7.7
2021-01-01,male,40-44,other_noncitizen,138.6
2021-01-01,male,45-49,overall,964.4
2021-01-01,male,45-49,bumi_malay,468.4
2021-01-01,male,45-49,bumi_other,97.3
2021-01-01,male,45-49,chinese,249.3
2021-01-01,male,45-49,indian,63.8
2021-01-01,male,45-49,other_citizen,5.8
2021-01-01,male,45-49,other_noncitizen,79.7
2021-01-01,male,50-54,overall,813.7
2021-01-01,male,50-54,bumi_malay,400.9
2021-01-01,male,50-54,bumi_other,87.9
2021-01-01,male,50-54,chinese,223.9
2021-01-01,male,50-54,indian,55.3
2021-01-01,male,50-54,other_citizen,4.6
2021-01-01,male,50-54,other_noncitizen,41.1
2021-01-01,male,55-59,overall,738.4
2021-01-01,male,55-59,bumi_malay,368.1
2021-01-01,male,55-59,bumi_other,76.4
2021-01-01,male,55-59,chinese,213.5
2021-01-01,male,55-59,indian,52.7
2021-01-01,male,55-59,other_citizen,4.0
2021-01-01,male,55-59,other_noncitizen,23.7
2021-01-01,male,60-64,overall,607.4
2021-01-01,male,60-64,bumi_malay,299.5
2021-01-01,male,60-64,bumi_other,61.2
2021-01-01,male,60-64,chinese,185.5
2021-01-01,male,60-64,indian,42.2
2021-01-01,male,60-64,other_citizen,3.6
2021-01-01,male,60-64,other_noncitizen,15.4
2021-01-01,male,65-69,overall,471.2
2021-01-01,male,65-69,bumi_malay,236.1
2021-01-01,male,65-69,bumi_other,51.1
2021-01-01,male,65-69,chinese,124.3
2021-01-01,male,65-69,indian,30.3
2021-01-01,male,65-69,other_citizen,3.3
2021-01-01,male,65-69,other_noncitizen,26.2
2021-01-01,male,70-74,overall,313.4
2021-01-01,male,70-74,bumi_malay,158.9
2021-01-01,male,70-74,bumi_other,29.9
2021-01-01,male,70-74,chinese,88.1
2021-01-01,male,70-74,indian,19.7
2021-01-01,male,70-74,other_citizen,2.3
2021-01-01,male,70-74,other_noncitizen,14.6
2021-01-01,male,75-79,overall,166.8
2021-01-01,male,75-79,bumi_malay,78.5
2021-01-01,male,75-79,bumi_other,18.9
2021-01-01,male,75-79,chinese,51.0
2021-01-01,male,75-79,indian,9.5
2021-01-01,male,75-79,other_citizen,0.9
2021-01-01,male,75-79,other_noncitizen,8.0
2021-01-01,male,80-84,overall,92.0
2021-01-01,male,80-84,bumi_malay,40.1
2021-01-01,male,80-84,bumi_other,10.2
2021-01-01,male,80-84,chinese,29.7
2021-01-01,male,80-84,indian,5.4
2021-01-01,male,80-84,other_citizen,0.4
2021-01-01,male,80-84,other_noncitizen,6.2
2021-01-01,male,85+,overall,67.9
2021-01-01,male,85+,bumi_malay,29.9
2021-01-01,male,85+,bumi_other,9.0
2021-01-01,male,85+,chinese,16.0
2021-01-01,male,85+,indian,3.8
2021-01-01,male,85+,other_citizen,0.5
2021-01-01,male,85+,other_noncitizen,8.7
2022-01-01,both,overall,overall,32698.1
2022-01-01,both,overall,bumi_malay,17422.0
2022-01-01,both,overall,bumi_other,3679.8
2022-01-01,both,overall,chinese,6873.7
2022-01-01,both,overall,indian,1999.9
2022-01-01,both,overall,other_citizen,222.8
2022-01-01,both,overall,other_noncitizen,2500.0
2022-01-01,both,0-4,overall,2374.2
2022-01-01,both,0-4,bumi_malay,1478.3
2022-01-01,both,0-4,bumi_other,271.3
2022-01-01,both,0-4,chinese,319.2
2022-01-01,both,0-4,indian,107.2
2022-01-01,both,0-4,other_citizen,20.9
2022-01-01,both,0-4,other_noncitizen,177.2
2022-01-01,both,5-9,overall,2592.8
2022-01-01,both,5-9,bumi_malay,1518.1
2022-01-01,both,5-9,bumi_other,293.7
2022-01-01,both,5-9,chinese,482.7
2022-01-01,both,5-9,indian,141.2
2022-01-01,both,5-9,other_citizen,17.1
2022-01-01,both,5-9,other_noncitizen,140.0
2022-01-01,both,10-14,overall,2613.0
2022-01-01,both,10-14,bumi_malay,1480.0
2022-01-01,both,10-14,bumi_other,335.0
2022-01-01,both,10-14,chinese,548.5
2022-01-01,both,10-14,indian,166.3
2022-01-01,both,10-14,other_citizen,15.9
2022-01-01,both,10-14,other_noncitizen,67.3
2022-01-01,both,15-19,overall,2781.9
2022-01-01,both,15-19,bumi_malay,1564.6
2022-01-01,both,15-19,bumi_other,352.2
2022-01-01,both,15-19,chinese,543.9
2022-01-01,both,15-19,indian,170.7
2022-01-01,both,15-19,other_citizen,17.6
2022-01-01,both,15-19,other_noncitizen,132.8
2022-01-01,both,20-24,overall,2912.8
2022-01-01,both,20-24,bumi_malay,1565.8
2022-01-01,both,20-24,bumi_other,329.6
2022-01-01,both,20-24,chinese,488.7
2022-01-01,both,20-24,indian,158.6
2022-01-01,both,20-24,other_citizen,20.0
2022-01-01,both,20-24,other_noncitizen,350.1
2022-01-01,both,25-29,overall,2835.0
2022-01-01,both,25-29,bumi_malay,1389.9
2022-01-01,both,25-29,bumi_other,332.5
2022-01-01,both,25-29,chinese,479.4
2022-01-01,both,25-29,indian,156.6
2022-01-01,both,25-29,other_citizen,19.8
2022-01-01,both,25-29,other_noncitizen,456.8
2022-01-01,both,30-34,overall,2850.1
2022-01-01,both,30-34,bumi_malay,1446.6
2022-01-01,both,30-34,bumi_other,321.0
2022-01-01,both,30-34,chinese,515.1
2022-01-01,both,30-34,indian,166.9
2022-01-01,both,30-34,other_citizen,22.9
2022-01-01,both,30-34,other_noncitizen,377.6
2022-01-01,both,35-39,overall,2777.0
2022-01-01,both,35-39,bumi_malay,1444.4
2022-01-01,both,35-39,bumi_other,302.0
2022-01-01,both,35-39,chinese,561.0
2022-01-01,both,35-39,indian,172.9
2022-01-01,both,35-39,other_citizen,21.5
2022-01-01,both,35-39,other_noncitizen,275.3
2022-01-01,both,40-44,overall,2359.1
2022-01-01,both,40-44,bumi_malay,1202.1
2022-01-01,both,40-44,bumi_other,243.7
2022-01-01,both,40-44,chinese,553.1
2022-01-01,both,40-44,indian,161.9
2022-01-01,both,40-44,other_citizen,15.7
2022-01-01,both,40-44,other_noncitizen,182.7
2022-01-01,both,45-49,overall,1893.9
2022-01-01,both,45-49,bumi_malay,954.5
2022-01-01,both,45-49,bumi_other,198.5
2022-01-01,both,45-49,chinese,489.7
2022-01-01,both,45-49,indian,131.3
2022-01-01,both,45-49,other_citizen,11.8
2022-01-01,both,45-49,other_noncitizen,108.1
2022-01-01,both,50-54,overall,1638.3
2022-01-01,both,50-54,bumi_malay,825.1
2022-01-01,both,50-54,bumi_other,179.7
2022-01-01,both,50-54,chinese,451.2
2022-01-01,both,50-54,indian,114.2
2022-01-01,both,50-54,other_citizen,9.3
2022-01-01,both,50-54,other_noncitizen,58.7
2022-01-01,both,55-59,overall,1452.0
2022-01-01,both,55-59,bumi_malay,737.7
2022-01-01,both,55-59,bumi_other,154.2
2022-01-01,both,55-59,chinese,411.8
2022-01-01,both,55-59,indian,105.4
2022-01-01,both,55-59,other_citizen,8.0
2022-01-01,both,55-59,other_noncitizen,35.0
2022-01-01,both,60-64,overall,1254.3
2022-01-01,both,60-64,bumi_malay,632.9
2022-01-01,both,60-64,bumi_other,125.8
2022-01-01,both,60-64,chinese,374.4
2022-01-01,both,60-64,indian,92.1
2022-01-01,both,60-64,other_citizen,6.6
2022-01-01,both,60-64,other_noncitizen,22.5
2022-01-01,both,65-69,overall,974.5
2022-01-01,both,65-69,bumi_malay,489.6
2022-01-01,both,65-69,bumi_other,98.2
2022-01-01,both,65-69,chinese,265.1
2022-01-01,both,65-69,indian,66.4
2022-01-01,both,65-69,other_citizen,6.1
2022-01-01,both,65-69,other_noncitizen,49.1
2022-01-01,both,70-74,overall,674.5
